cohort	annotation_level	gene	celltype	n_units_total	n_units_ge20cells	n_units_detected	n_cells_total	mean_unit_log1p_cpm	median_unit_log1p_cpm	mean_unit_positive_fraction	status	source_rank
GSE263733	author	WARS1	B cell	21	17	0	2440	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	author	WARS1	Ductal cell	21	18	0	8598	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	author	WARS1	Endothelial cell	13	4	0	494	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	author	WARS1	Fibroblast	20	11	0	1151	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	author	WARS1	Myeloid	21	20	0	9381	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	author	WARS1	T cell	21	20	0	23790	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	author	WARS2	Acinar cell	8	4	3	294	1.2011051606878351	1.4452272383415752	0.05699117864333618	EVALUABLE	7.0
GSE263733	author	WARS2	B cell	21	17	15	2440	1.5933334739152227	1.5889489354834472	0.04270114678388738	EVALUABLE	6.0
GSE263733	author	WARS2	Ductal cell	21	18	18	8598	2.2398544145537405	2.316842709179326	0.25408464087493215	EVALUABLE	2.0
GSE263733	author	WARS2	Endothelial cell	13	4	3	494	1.7502347605150692	2.2105524896047974	0.11116543948458352	EVALUABLE	4.0
GSE263733	author	WARS2	Fibroblast	20	11	11	1151	2.4331916807200233	2.571321283017041	0.21779674800195725	EVALUABLE	1.0
GSE263733	author	WARS2	Myeloid	21	20	19	9381	1.5959926176597452	1.649658519022564	0.05539789914111397	EVALUABLE	5.0
GSE263733	author	WARS2	T cell	21	20	20	23790	2.077486985132302	2.028249537363841	0.03597327315939031	EVALUABLE	3.0
GSE263733	broad	AADAT	Acinar	8	4	4	294	1.122703406311627	0.9725767584463751	0.04014492963550526	EVALUABLE	2.0
GSE263733	broad	AADAT	B/Plasma	21	17	1	2440	0.025565525013934314	0.0	0.00048216007714561236	LOW_DETECTION	NA
GSE263733	broad	AADAT	Endothelial	13	4	3	494	0.6525461312852289	0.5299850295290907	0.016109760891240988	EVALUABLE	4.0
GSE263733	broad	AADAT	Epithelial/Ductal	21	18	18	8598	0.8217650072815994	0.813526429883384	0.043335631096597625	EVALUABLE	3.0
GSE263733	broad	AADAT	Fibroblast/CAF	20	11	10	1151	1.4159779878408618	1.405106370427146	0.08399686060681986	EVALUABLE	1.0
GSE263733	broad	AADAT	Myeloid	21	20	2	9381	0.021662773031589956	0.0	0.0002346301546854251	LOW_DETECTION	NA
GSE263733	broad	AADAT	T/NK	21	20	10	23790	0.20731244582256014	0.04675864391275005	0.003521887920881975	EVALUABLE	5.0
GSE263733	broad	ABHD11	Acinar	8	4	3	294	1.3217251319081056	1.4488112532058568	0.04807868727397386	EVALUABLE	7.0
GSE263733	broad	ABHD11	B/Plasma	21	17	14	2440	1.4664253469993236	1.7281646516242133	0.03881616501139894	EVALUABLE	6.0
GSE263733	broad	ABHD11	Endothelial	13	4	4	494	1.8165744129393788	2.0175034720494613	0.08621852949071943	EVALUABLE	5.0
GSE263733	broad	ABHD11	Epithelial/Ductal	21	18	18	8598	4.2122564322653195	4.2178371097271565	0.6575772718692808	EVALUABLE	1.0
GSE263733	broad	ABHD11	Fibroblast/CAF	20	11	11	1151	2.019574099465941	2.1519947149190894	0.13649726095859277	EVALUABLE	4.0
GSE263733	broad	ABHD11	Myeloid	21	20	20	9381	2.090955549695708	2.102578072854085	0.08822619276670622	EVALUABLE	3.0
GSE263733	broad	ABHD11	T/NK	21	20	20	23790	2.130948792629419	1.9354263129159293	0.03635255207313805	EVALUABLE	2.0
GSE263733	broad	ABHD12	Acinar	8	4	3	294	1.9528957736133297	2.3668648535134613	0.1317113769910821	EVALUABLE	7.0
GSE263733	broad	ABHD12	B/Plasma	21	17	17	2440	2.490609679209425	2.588862590026352	0.097506775153999	EVALUABLE	6.0
GSE263733	broad	ABHD12	Endothelial	13	4	4	494	3.1199508333700265	3.2517806246637964	0.20881030449455437	EVALUABLE	3.0
GSE263733	broad	ABHD12	Epithelial/Ductal	21	18	18	8598	3.603116045478637	3.6721381107635236	0.5362879222673302	EVALUABLE	2.0
GSE263733	broad	ABHD12	Fibroblast/CAF	20	11	11	1151	2.984183963330088	2.9693574141952066	0.2833668575607184	EVALUABLE	4.0
GSE263733	broad	ABHD12	Myeloid	21	20	20	9381	3.914132935068711	4.02108943635409	0.3410732747778219	EVALUABLE	1.0
GSE263733	broad	ABHD12	T/NK	21	20	20	23790	2.9338493184831145	2.9417515661209928	0.08358028947548349	EVALUABLE	5.0
GSE263733	broad	ABHD16A	Acinar	8	4	3	294	0.7504534080260606	0.549138076274279	0.017374531153531828	EVALUABLE	4.0
GSE263733	broad	ABHD16A	B/Plasma	21	17	11	2440	0.658014931488295	0.6827774308081908	0.011267636464710547	EVALUABLE	7.0
GSE263733	broad	ABHD16A	Endothelial	13	4	3	494	0.6713462064046702	0.7004916433194834	0.014030502185918087	EVALUABLE	5.0
GSE263733	broad	ABHD16A	Epithelial/Ductal	21	18	18	8598	0.6701601028921127	0.6037287006128742	0.03843739123554472	EVALUABLE	6.0
GSE263733	broad	ABHD16A	Fibroblast/CAF	20	11	9	1151	0.833604645644371	0.8747033460025033	0.03250879837267898	EVALUABLE	3.0
GSE263733	broad	ABHD16A	Myeloid	21	20	19	9381	0.8620160148547631	0.9012470173081515	0.02024481829916938	EVALUABLE	2.0
GSE263733	broad	ABHD16A	T/NK	21	20	19	23790	0.9622789204309085	0.8874672811031333	0.009574062973867465	EVALUABLE	1.0
GSE263733	broad	ABHD16B	Acinar	8	4	0	294	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ABHD16B	B/Plasma	21	17	0	2440	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ABHD16B	Endothelial	13	4	0	494	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ABHD16B	Epithelial/Ductal	21	18	1	8598	0.004629809772033116	0.0	0.00026329647182727755	LOW_DETECTION	NA
GSE263733	broad	ABHD16B	Fibroblast/CAF	20	11	1	1151	0.008155024923605998	0.0	0.00047348484848484844	LOW_DETECTION	NA
GSE263733	broad	ABHD16B	Myeloid	21	20	5	9381	0.05287825352098187	0.0	0.0011058129300892479	EVALUABLE	1.0
GSE263733	broad	ABHD16B	T/NK	21	20	1	23790	0.008071271628089688	0.0	4.4014084507042256e-05	LOW_DETECTION	NA
GSE263733	broad	ABHD2	Acinar	8	4	3	294	2.5365722491346734	3.1836215426213856	0.1968352719073347	EVALUABLE	6.0
GSE263733	broad	ABHD2	B/Plasma	21	17	15	2440	2.064040467996987	2.2611244415872287	0.07698480890733783	EVALUABLE	7.0
GSE263733	broad	ABHD2	Endothelial	13	4	4	494	3.3432987201205213	3.6637732387221384	0.29822322250345146	EVALUABLE	4.0
GSE263733	broad	ABHD2	Epithelial/Ductal	21	18	18	8598	4.963413696245875	5.058374578705551	0.7930099025223155	EVALUABLE	1.0
GSE263733	broad	ABHD2	Fibroblast/CAF	20	11	11	1151	3.6846167607410507	3.7980279911501853	0.4209571203598148	EVALUABLE	3.0
GSE263733	broad	ABHD2	Myeloid	21	20	20	9381	4.176174714372456	4.188308049177468	0.44574922900898617	EVALUABLE	2.0
GSE263733	broad	ABHD2	T/NK	21	20	20	23790	3.3227896941669917	3.2572816793816375	0.11025262232561402	EVALUABLE	5.0
GSE263733	broad	ABHD6	Acinar	8	4	4	294	1.205460467296617	0.930249421573184	0.042881778579980115	EVALUABLE	6.0
GSE263733	broad	ABHD6	B/Plasma	21	17	14	2440	1.3982882301193105	1.5330815781126788	0.035948641549635126	EVALUABLE	4.0
GSE263733	broad	ABHD6	Endothelial	13	4	4	494	2.2448150996061242	2.2903291146235496	0.12694923013499002	EVALUABLE	2.0
GSE263733	broad	ABHD6	Epithelial/Ductal	21	18	18	8598	1.3451783859782114	1.33370106496139	0.1126702805759292	EVALUABLE	5.0
GSE263733	broad	ABHD6	Fibroblast/CAF	20	11	7	1151	1.0184267245040894	1.5016410129297568	0.0684594752872813	EVALUABLE	7.0
GSE263733	broad	ABHD6	Myeloid	21	20	20	9381	2.270222311641976	2.319871494128553	0.11089093118500762	EVALUABLE	1.0
GSE263733	broad	ABHD6	T/NK	21	20	19	23790	1.8025303002636566	1.9045712295691861	0.027300000329426234	EVALUABLE	3.0
GSE263733	broad	ACE2	Acinar	8	4	1	294	0.19206194375464095	0.0	0.002688172043010753	LOW_DETECTION	NA
GSE263733	broad	ACE2	B/Plasma	21	17	2	2440	0.03661713930037027	0.0	0.0005873900045369624	LOW_DETECTION	NA
GSE263733	broad	ACE2	Endothelial	13	4	2	494	0.9246936235190645	0.811753263741674	0.022281024697039423	LOW_DETECTION	NA
GSE263733	broad	ACE2	Epithelial/Ductal	21	18	18	8598	1.6192491439418926	1.2175676765950036	0.15830820024609507	EVALUABLE	1.0
GSE263733	broad	ACE2	Fibroblast/CAF	20	11	4	1151	0.5227496876187079	0.0	0.01228556207269406	EVALUABLE	2.0
GSE263733	broad	ACE2	Myeloid	21	20	4	9381	0.10766515071263147	0.0	0.0016040385044709025	EVALUABLE	4.0
GSE263733	broad	ACE2	T/NK	21	20	7	23790	0.20180313968725425	0.0	0.0013546729128631394	EVALUABLE	3.0
GSE263733	broad	ACOT8	Acinar	8	4	4	294	1.8453995626374775	1.832406656620496	0.09187664123816823	EVALUABLE	7.0
GSE263733	broad	ACOT8	B/Plasma	21	17	16	2440	2.1820910420905197	2.2303546827470058	0.07927935478768718	EVALUABLE	6.0
GSE263733	broad	ACOT8	Endothelial	13	4	4	494	2.435009716362565	2.6116738254550063	0.14544264841233318	EVALUABLE	5.0
GSE263733	broad	ACOT8	Epithelial/Ductal	21	18	18	8598	2.910813805686283	2.955567012375254	0.39048526541043826	EVALUABLE	1.0
GSE263733	broad	ACOT8	Fibroblast/CAF	20	11	11	1151	2.790821200498924	2.778829746874261	0.24342886478597714	EVALUABLE	2.0
GSE263733	broad	ACOT8	Myeloid	21	20	20	9381	2.574634514534882	2.6338871984319847	0.14378145685293725	EVALUABLE	4.0
GSE263733	broad	ACOT8	T/NK	21	20	20	23790	2.651731080733513	2.6555545994424365	0.06957897424296186	EVALUABLE	3.0
GSE263733	broad	ACY3	Acinar	8	4	3	294	0.9161394543961018	1.0384972867567042	0.0552191819845397	EVALUABLE	3.0
GSE263733	broad	ACY3	B/Plasma	21	17	13	2440	1.1807931394948645	1.291663780394768	0.021413393905370507	EVALUABLE	2.0
GSE263733	broad	ACY3	Endothelial	13	4	0	494	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ACY3	Epithelial/Ductal	21	18	18	8598	1.7679435314651388	1.8441795671697965	0.15836694587122477	EVALUABLE	1.0
GSE263733	broad	ACY3	Fibroblast/CAF	20	11	5	1151	0.2554737424123834	0.0	0.006945662194513021	EVALUABLE	6.0
GSE263733	broad	ACY3	Myeloid	21	20	17	9381	0.6648514020057594	0.6266558296447975	0.010526226700414615	EVALUABLE	4.0
GSE263733	broad	ACY3	T/NK	21	20	15	23790	0.4190490401336728	0.33214142484757814	0.003393544255876694	EVALUABLE	5.0
GSE263733	broad	ADA	Acinar	8	4	4	294	1.484592538705071	1.488513564390092	0.06309436989574799	EVALUABLE	7.0
GSE263733	broad	ADA	B/Plasma	21	17	17	2440	2.3880347850520445	2.3816266027041317	0.07783674316673553	EVALUABLE	4.0
GSE263733	broad	ADA	Endothelial	13	4	4	494	3.0035958923271315	3.009760932737381	0.17331130637367692	EVALUABLE	2.0
GSE263733	broad	ADA	Epithelial/Ductal	21	18	18	8598	1.6322918877898493	1.7720409098976806	0.15367425384890496	EVALUABLE	6.0
GSE263733	broad	ADA	Fibroblast/CAF	20	11	10	1151	1.8705459747843143	1.8516412969306002	0.11817558661010029	EVALUABLE	5.0
GSE263733	broad	ADA	Myeloid	21	20	20	9381	2.8382371467479244	3.087228002697139	0.15860444516356165	EVALUABLE	3.0
GSE263733	broad	ADA	T/NK	21	20	20	23790	3.482938352621109	3.4248603632262204	0.1445424042066756	EVALUABLE	1.0
GSE263733	broad	AGMAT	Acinar	8	4	2	294	0.2069732902739539	0.18586981867266542	0.004596568989575638	LOW_DETECTION	NA
GSE263733	broad	AGMAT	B/Plasma	21	17	15	2440	1.4227481817277596	1.5639972916907787	0.03425831152479103	EVALUABLE	3.0
GSE263733	broad	AGMAT	Endothelial	13	4	2	494	0.3097353601496713	0.21679256924264512	0.005938770325203253	LOW_DETECTION	NA
GSE263733	broad	AGMAT	Epithelial/Ductal	21	18	18	8598	1.4829919797662048	1.2912938462556705	0.10852710030478352	EVALUABLE	2.0
GSE263733	broad	AGMAT	Fibroblast/CAF	20	11	5	1151	0.43171374801446233	0.0	0.023256455999853088	EVALUABLE	4.0
GSE263733	broad	AGMAT	Myeloid	21	20	15	9381	0.4277669282882618	0.3781828817677495	0.00869396110299947	EVALUABLE	5.0
GSE263733	broad	AGMAT	T/NK	21	20	20	23790	1.7448795611102401	1.7382885763480898	0.025632362117237018	EVALUABLE	1.0
GSE263733	broad	AGXT2	Acinar	8	4	0	294	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AGXT2	B/Plasma	21	17	0	2440	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AGXT2	Endothelial	13	4	0	494	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AGXT2	Epithelial/Ductal	21	18	1	8598	0.0067115514117244875	0.0	0.00024260067928190198	LOW_DETECTION	NA
GSE263733	broad	AGXT2	Fibroblast/CAF	20	11	0	1151	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AGXT2	Myeloid	21	20	0	9381	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AGXT2	T/NK	21	20	0	23790	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AK4	Acinar	8	4	3	294	1.0626346742141304	0.6765194624662662	0.045706350910759266	EVALUABLE	6.0
GSE263733	broad	AK4	B/Plasma	21	17	5	2440	0.18832865160501502	0.0	0.002379272871245124	EVALUABLE	7.0
GSE263733	broad	AK4	Endothelial	13	4	4	494	2.4021779410601862	2.5855105477526124	0.13851278474459272	EVALUABLE	3.0
GSE263733	broad	AK4	Epithelial/Ductal	21	18	18	8598	3.5313663185297326	3.7233641386672653	0.5008678608574467	EVALUABLE	1.0
GSE263733	broad	AK4	Fibroblast/CAF	20	11	10	1151	2.650669097908127	3.0148808351839063	0.2553899392813465	EVALUABLE	2.0
GSE263733	broad	AK4	Myeloid	21	20	18	9381	2.124737829121148	1.8220976191453389	0.11169337563452797	EVALUABLE	4.0
GSE263733	broad	AK4	T/NK	21	20	19	23790	1.1156916639705763	0.7124659763105983	0.01087261636274173	EVALUABLE	5.0
GSE263733	broad	AK9	Acinar	8	4	4	294	1.5746479024442404	1.5055510896178381	0.07723895902911125	EVALUABLE	5.0
GSE263733	broad	AK9	B/Plasma	21	17	17	2440	2.3796617145770926	2.330801862444291	0.09049616053389234	EVALUABLE	2.0
GSE263733	broad	AK9	Endothelial	13	4	4	494	2.4746113342562954	2.6171962689081703	0.14894263403129315	EVALUABLE	1.0
GSE263733	broad	AK9	Epithelial/Ductal	21	18	18	8598	1.843226339422647	1.8752875391366355	0.17502398860086432	EVALUABLE	4.0
GSE263733	broad	AK9	Fibroblast/CAF	20	11	9	1151	1.1499876087968386	1.2355145211751892	0.05224479901940293	EVALUABLE	7.0
GSE263733	broad	AK9	Myeloid	21	20	19	9381	1.3721875266157704	1.472495396844905	0.0455856289498135	EVALUABLE	6.0
GSE263733	broad	AK9	T/NK	21	20	20	23790	2.335114725470164	2.3586691103156854	0.05050428419976684	EVALUABLE	3.0
GSE263733	broad	AKR1A1	Acinar	8	4	4	294	3.60516439251649	3.681888968713401	0.19601645032604864	EVALUABLE	7.0
GSE263733	broad	AKR1A1	B/Plasma	21	17	17	2440	4.195092173210574	4.288490446054142	0.30395019983315164	EVALUABLE	4.0
GSE263733	broad	AKR1A1	Endothelial	13	4	4	494	4.176670266962862	4.409497960497147	0.4798084205783095	EVALUABLE	5.0
GSE263733	broad	AKR1A1	Epithelial/Ductal	21	18	18	8598	4.420328640146862	4.4246747275202365	0.700160232827709	EVALUABLE	3.0
GSE263733	broad	AKR1A1	Fibroblast/CAF	20	11	11	1151	4.6459855662939855	4.703997286602476	0.6370691453433541	EVALUABLE	2.0
GSE263733	broad	AKR1A1	Myeloid	21	20	20	9381	4.836103476340479	4.835874651172427	0.5831646974323251	EVALUABLE	1.0
GSE263733	broad	AKR1A1	T/NK	21	20	20	23790	3.6494929837697505	3.658612556694797	0.164248738475828	EVALUABLE	6.0
GSE263733	broad	AKR1B1	Acinar	8	4	3	294	1.6717572882057188	1.80458788269824	0.08568533298569367	EVALUABLE	7.0
GSE263733	broad	AKR1B1	B/Plasma	21	17	17	2440	3.5727760838703864	3.5830902570111838	0.20950009382807191	EVALUABLE	4.0
GSE263733	broad	AKR1B1	Endothelial	13	4	4	494	3.3688117386653174	3.287148935128079	0.25419447001073786	EVALUABLE	5.0
GSE263733	broad	AKR1B1	Epithelial/Ductal	21	18	18	8598	2.832594421477053	2.921006084043525	0.3024390797758582	EVALUABLE	6.0
GSE263733	broad	AKR1B1	Fibroblast/CAF	20	11	11	1151	3.836515910916525	3.7340725957463654	0.4530691213592499	EVALUABLE	2.0
GSE263733	broad	AKR1B1	Myeloid	21	20	20	9381	4.288431557664519	4.351505825820638	0.37022262168913556	EVALUABLE	1.0
GSE263733	broad	AKR1B1	T/NK	21	20	20	23790	3.6969884270772697	3.7341391840400204	0.1836067635822208	EVALUABLE	3.0
GSE263733	broad	AQP1	Acinar	8	4	3	294	1.9078958856999906	2.503914581580658	0.1194190554823259	EVALUABLE	4.0
GSE263733	broad	AQP1	B/Plasma	21	17	2	2440	0.06660533466405306	0.0	0.0009337303416415572	LOW_DETECTION	NA
GSE263733	broad	AQP1	Endothelial	13	4	4	494	6.64423903113357	6.756180749581485	0.7264444556296978	EVALUABLE	1.0
GSE263733	broad	AQP1	Epithelial/Ductal	21	18	18	8598	2.825052783847119	2.5858864493443727	0.2528191850952039	EVALUABLE	3.0
GSE263733	broad	AQP1	Fibroblast/CAF	20	11	10	1151	3.055328302128511	2.7434754604378124	0.21858599596545716	EVALUABLE	2.0
GSE263733	broad	AQP1	Myeloid	21	20	7	9381	0.19005246566959405	0.0	0.0025392437697427475	EVALUABLE	6.0
GSE263733	broad	AQP1	T/NK	21	20	13	23790	0.560930135264648	0.34212190734501896	0.0028315225959365795	EVALUABLE	5.0
GSE263733	broad	AQP10	Acinar	8	4	0	294	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AQP10	B/Plasma	21	17	1	2440	0.05555372037761711	0.0	0.0008285004142502072	LOW_DETECTION	NA
GSE263733	broad	AQP10	Endothelial	13	4	2	494	0.4603044422151059	0.29781349226278603	0.009845020325203253	LOW_DETECTION	NA
GSE263733	broad	AQP10	Epithelial/Ductal	21	18	9	8598	0.14801416974504397	0.028433339433687217	0.00593664116116644	EVALUABLE	3.0
GSE263733	broad	AQP10	Fibroblast/CAF	20	11	4	1151	0.2195724253725286	0.0	0.007052385972652856	EVALUABLE	2.0
GSE263733	broad	AQP10	Myeloid	21	20	4	9381	0.046758179323228385	0.0	0.000625036912412729	EVALUABLE	4.0
GSE263733	broad	AQP10	T/NK	21	20	11	23790	0.27660250637811074	0.1341844029664339	0.0014643043456306496	EVALUABLE	1.0
GSE263733	broad	AQP11	Acinar	8	4	3	294	0.8421731130143569	0.9725767584463751	0.03500055525780862	EVALUABLE	2.0
GSE263733	broad	AQP11	B/Plasma	21	17	10	2440	0.5044951967574791	0.41507147353487756	0.009074563129855448	EVALUABLE	5.0
GSE263733	broad	AQP11	Endothelial	13	4	1	494	0.10839628462132256	0.0	0.0020325203252032522	LOW_DETECTION	NA
GSE263733	broad	AQP11	Epithelial/Ductal	21	18	18	8598	1.261452589586485	1.1470683999098412	0.08868802366433855	EVALUABLE	1.0
GSE263733	broad	AQP11	Fibroblast/CAF	20	11	7	1151	0.5595083487057547	0.754346788778992	0.021932166722026372	EVALUABLE	4.0
GSE263733	broad	AQP11	Myeloid	21	20	14	9381	0.25231491435900627	0.1687213019596428	0.005122972854448813	EVALUABLE	6.0
GSE263733	broad	AQP11	T/NK	21	20	19	23790	0.6394128807793666	0.5992915061041315	0.0050894354683086885	EVALUABLE	3.0
GSE263733	broad	AQP2	Acinar	8	4	0	294	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AQP2	B/Plasma	21	17	0	2440	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AQP2	Endothelial	13	4	0	494	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AQP2	Epithelial/Ductal	21	18	6	8598	0.18928708373720918	0.0	0.008423474730041989	EVALUABLE	1.0
GSE263733	broad	AQP2	Fibroblast/CAF	20	11	0	1151	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AQP2	Myeloid	21	20	1	9381	0.0035862409134080593	0.0	7.751937984496124e-05	LOW_DETECTION	NA
GSE263733	broad	AQP2	T/NK	21	20	2	23790	0.01447516655886456	0.0	7.901984199775139e-05	LOW_DETECTION	NA
GSE263733	broad	AQP3	Acinar	8	4	4	294	2.4943366512055634	2.3029811877110893	0.14513271396371574	EVALUABLE	5.0
GSE263733	broad	AQP3	B/Plasma	21	17	16	2440	3.9107230398176624	4.258134035342268	0.1366289461864173	EVALUABLE	2.0
GSE263733	broad	AQP3	Endothelial	13	4	4	494	3.1628949092772523	3.2983513994170055	0.187764850820678	EVALUABLE	4.0
GSE263733	broad	AQP3	Epithelial/Ductal	21	18	18	8598	3.3780315468292876	3.026450310795325	0.356819942917574	EVALUABLE	3.0
GSE263733	broad	AQP3	Fibroblast/CAF	20	11	11	1151	2.3128052404507766	2.1725674424000814	0.12430030496466972	EVALUABLE	6.0
GSE263733	broad	AQP3	Myeloid	21	20	18	9381	1.6347497053118356	1.576965280651744	0.04330950329302409	EVALUABLE	7.0
GSE263733	broad	AQP3	T/NK	21	20	20	23790	4.316062719807259	4.330766699054207	0.2295682268214489	EVALUABLE	1.0
GSE263733	broad	AQP7	Acinar	8	4	1	294	0.11403838093762118	0.0	0.002688172043010753	LOW_DETECTION	NA
GSE263733	broad	AQP7	B/Plasma	21	17	0	2440	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	AQP7	Endothelial	13	4	4	494	2.24976663914809	2.4006570875503783	0.09969056795520785	EVALUABLE	1.0
GSE263733	broad	AQP7	Epithelial/Ductal	21	18	17	8598	1.034815584029791	0.9772030371253811	0.07013865293152502	EVALUABLE	2.0
GSE263733	broad	AQP7	Fibroblast/CAF	20	11	3	1151	0.16189729539204956	0.0	0.0033542858547364676	EVALUABLE	3.0
GSE263733	broad	AQP7	Myeloid	21	20	7	9381	0.07383851472229715	0.0	0.0009620315451996056	EVALUABLE	5.0
GSE263733	broad	AQP7	T/NK	21	20	8	23790	0.11579655041180666	0.0	0.0006040636628655026	EVALUABLE	4.0
GSE263733	broad	AQP7B	Acinar	8	4	0	294	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	broad	AQP7B	B/Plasma	21	17	0	2440	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	broad	AQP7B	Endothelial	13	4	0	494	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	broad	AQP7B	Epithelial/Ductal	21	18	0	8598	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	broad	AQP7B	Fibroblast/CAF	20	11	0	1151	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	broad	AQP7B	Myeloid	21	20	0	9381	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	broad	AQP7B	T/NK	21	20	0	23790	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	broad	AQP9	Acinar	8	4	2	294	0.5192486433783521	0.3841238875092819	0.004596568989575638	LOW_DETECTION	NA
GSE263733	broad	AQP9	B/Plasma	21	17	9	2440	0.579815041182933	0.7005782572458634	0.009489000279070353	EVALUABLE	5.0
GSE263733	broad	AQP9	Endothelial	13	4	3	494	0.9880101551927791	0.8702393453107287	0.0312835557600859	EVALUABLE	3.0
GSE263733	broad	AQP9	Epithelial/Ductal	21	18	15	8598	0.407064803180546	0.34526564025362844	0.01916768858636639	EVALUABLE	6.0
GSE263733	broad	AQP9	Fibroblast/CAF	20	11	6	1151	1.1834678091655482	0.9849942609165345	0.09664476062727427	EVALUABLE	2.0
GSE263733	broad	AQP9	Myeloid	21	20	20	9381	4.639688678690591	4.83974918060402	0.5101004394000218	EVALUABLE	1.0
GSE263733	broad	AQP9	T/NK	21	20	18	23790	0.6876317322736554	0.7238430292369781	0.004944133782132741	EVALUABLE	4.0
GSE263733	broad	ARG1	Acinar	8	4	0	294	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ARG1	B/Plasma	21	17	2	2440	0.0799696894090805	0.0	0.0010158364951793942	LOW_DETECTION	NA
GSE263733	broad	ARG1	Endothelial	13	4	0	494	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ARG1	Epithelial/Ductal	21	18	3	8598	0.00789485544463786	0.0	0.0003482125663493774	EVALUABLE	3.0
GSE263733	broad	ARG1	Fibroblast/CAF	20	11	0	1151	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ARG1	Myeloid	21	20	9	9381	0.26528360538596074	0.0	0.002060848782895246	EVALUABLE	1.0
GSE263733	broad	ARG1	T/NK	21	20	8	23790	0.13564564002602747	0.0	0.00048544258528216935	EVALUABLE	2.0
GSE263733	broad	ARG2	Acinar	8	4	3	294	0.8052675622046377	0.7579290050625589	0.03725779895804665	EVALUABLE	6.0
GSE263733	broad	ARG2	B/Plasma	21	17	13	2440	1.238325523267078	1.3624995046193262	0.031757199175085626	EVALUABLE	5.0
GSE263733	broad	ARG2	Endothelial	13	4	2	494	0.98750229548815	0.7501842066849856	0.038905506979598097	LOW_DETECTION	NA
GSE263733	broad	ARG2	Epithelial/Ductal	21	18	18	8598	2.0707689894712558	2.022320499269375	0.17721633432751313	EVALUABLE	1.0
GSE263733	broad	ARG2	Fibroblast/CAF	20	11	11	1151	1.7184202923769007	1.5605267578095354	0.08790087197536704	EVALUABLE	2.0
GSE263733	broad	ARG2	Myeloid	21	20	19	9381	1.4049952088196103	1.3852934114886728	0.04329413807290002	EVALUABLE	4.0
GSE263733	broad	ARG2	T/NK	21	20	20	23790	1.5873952055321265	1.774810096777268	0.01940710477752303	EVALUABLE	3.0
GSE263733	broad	ASPG	Acinar	8	4	0	294	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ASPG	B/Plasma	21	17	0	2440	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ASPG	Endothelial	13	4	0	494	0.0	0.0	0.0	LOW_DETECTION	NA
GSE263733	broad	ASPG	Epithelial/Ductal	21	18	17	8598	0.6597553266796763	0.4440341169077634	0.027255326065212703	EVALUABLE	1.0
GSE263733	broad	ASPG	Fibroblast/CAF	20	11	4	1151	0.18168736399724145	0.0	0.005720363614833144	EVALUABLE	2.0
GSE263733	broad	ASPG	Myeloid	21	20	7	9381	0.1256634932880165	0.0	0.001812943700249987	EVALUABLE	3.0
GSE263733	broad	ASPG	T/NK	21	20	2	23790	0.018543123498246585	0.0	8.522041724669935e-05	LOW_DETECTION	NA
